minuto,jugador,equipo,liga,tipo_intervencion,estadio,arbitro,decision_inicial,decision_final,resultado_correcto
64,Jugador_337,Newells,Argentina,on-field review,Libertadores de América,Lousteau,offside,offside,1
13,Jugador_227,Rosario Central,Argentina,silent check,Monumental,Taylor,roja,offside,0
56,Jugador_53,Rosario Central,Argentina,on-field review,Cilindro,Pitana,roja,roja,1
29,Jugador_176,Independiente,Argentina,on-field review,Bombonera,Taylor,penal,offside,0
38,Jugador_277,Arsenal,Premier League,on-field review,Tottenham Stadium,Taylor,roja,penal,1
68,Jugador_86,Rosario Central,Argentina,silent check,Cilindro,Lousteau,roja,roja,1
91,Jugador_56,River,Argentina,on-field review,Cilindro,Dean,roja,gol,0
67,Jugador_23,Boca,Argentina,silent check,Monumental,Dean,offside,roja,0
78,Jugador_46,Aston Villa,Premier League,on-field review,Emirates,Dean,penal,penal,1
17,Jugador_152,Arsenal,Premier League,on-field review,Stamford Bridge,Dean,penal,offside,1
32,Jugador_482,San Lorenzo,Argentina,silent check,Libertadores de América,Lousteau,offside,offside,0
7,Jugador_249,Newells,Argentina,on-field review,Bombonera,Atkinson,penal,penal,1
20,Jugador_22,Racing,Argentina,silent check,Bombonera,Tello,gol,offside,0
35,Jugador_396,River,Argentina,silent check,Nuevo Gasómetro,Dean,offside,roja,1
57,Jugador_137,Tottenham,Premier League,on-field review,Etihad,Lousteau,offside,offside,0
1,Jugador_260,Aston Villa,Premier League,silent check,Tottenham Stadium,Taylor,offside,gol,1
66,Jugador_382,Manchester United,Premier League,on-field review,Anfield,Rapallini,gol,penal,0
34,Jugador_270,San Lorenzo,Argentina,on-field review,Tomás Ducó,Tello,gol,offside,0
17,Jugador_128,Liverpool,Premier League,on-field review,Old Trafford,Taylor,roja,offside,1
26,Jugador_176,Liverpool,Premier League,on-field review,Anfield,Atkinson,gol,gol,1
26,Jugador_350,Independiente,Argentina,on-field review,Monumental,Taylor,offside,penal,0
48,Jugador_399,Aston Villa,Premier League,on-field review,Emirates,Pitana,penal,gol,1
14,Jugador_172,San Lorenzo,Argentina,on-field review,Cilindro,Tello,offside,offside,0
14,Jugador_268,Arsenal,Premier League,silent check,Anfield,Rapallini,gol,gol,1
20,Jugador_12,Manchester United,Premier League,on-field review,Stamford Bridge,Rapallini,offside,offside,1
51,Jugador_74,Independiente,Argentina,silent check,Monumental,Oliver,roja,gol,1
62,Jugador_134,River,Argentina,silent check,Libertadores de América,Atkinson,roja,offside,1
9,Jugador_409,River,Argentina,on-field review,Bombonera,Taylor,offside,penal,0
16,Jugador_231,Chelsea,Premier League,on-field review,Tottenham Stadium,Dean,roja,gol,0
14,Jugador_29,San Lorenzo,Argentina,silent check,Nuevo Gasómetro,Rapallini,gol,penal,0
32,Jugador_432,Rosario Central,Argentina,on-field review,Bombonera,Tello,roja,gol,0
42,Jugador_443,Independiente,Argentina,on-field review,Monumental,Pitana,roja,gol,0
42,Jugador_339,Arsenal,Premier League,on-field review,Emirates,Taylor,roja,penal,1
94,Jugador_18,Independiente,Argentina,on-field review,Cilindro,Oliver,roja,gol,0
5,Jugador_150,Arsenal,Premier League,on-field review,Etihad,Taylor,gol,roja,1
86,Jugador_214,Huracán,Argentina,silent check,Cilindro,Dean,gol,penal,0
6,Jugador_389,Manchester United,Premier League,on-field review,Emirates,Atkinson,offside,penal,1
74,Jugador_183,Newells,Argentina,silent check,Nuevo Gasómetro,Oliver,roja,offside,1
75,Jugador_125,Tottenham,Premier League,on-field review,Stamford Bridge,Tello,offside,penal,1
56,Jugador_313,Newells,Argentina,silent check,Tomás Ducó,Tello,penal,roja,0
20,Jugador_391,Arsenal,Premier League,on-field review,Emirates,Oliver,gol,penal,1
85,Jugador_468,Liverpool,Premier League,silent check,Anfield,Pitana,offside,roja,1
73,Jugador_389,Huracán,Argentina,silent check,Nuevo Gasómetro,Oliver,roja,roja,0
23,Jugador_358,Independiente,Argentina,on-field review,Libertadores de América,Lousteau,offside,roja,0
50,Jugador_88,Racing,Argentina,on-field review,Libertadores de América,Rapallini,gol,offside,1
7,Jugador_482,Aston Villa,Premier League,silent check,Stamford Bridge,Lousteau,offside,roja,1
54,Jugador_171,Aston Villa,Premier League,silent check,Old Trafford,Oliver,gol,penal,0
93,Jugador_130,River,Argentina,silent check,Tomás Ducó,Rapallini,offside,gol,0
44,Jugador_443,Aston Villa,Premier League,silent check,Tottenham Stadium,Pitana,offside,penal,0
20,Jugador_307,Newcastle,Premier League,on-field review,Emirates,Pitana,gol,offside,1
17,Jugador_160,San Lorenzo,Argentina,silent check,Monumental,Dean,roja,offside,1
88,Jugador_491,Tottenham,Premier League,on-field review,Stamford Bridge,Lousteau,roja,offside,0
54,Jugador_137,Manchester City,Premier League,on-field review,Anfield,Lousteau,gol,gol,0
14,Jugador_88,River,Argentina,on-field review,Cilindro,Tello,penal,offside,1
23,Jugador_159,Independiente,Argentina,on-field review,Libertadores de América,Tello,offside,penal,0
19,Jugador_127,Manchester City,Premier League,on-field review,Old Trafford,Oliver,roja,gol,0
85,Jugador_371,Tottenham,Premier League,on-field review,Etihad,Pitana,offside,penal,1
74,Jugador_433,Manchester United,Premier League,silent check,Stamford Bridge,Lousteau,roja,roja,0
18,Jugador_160,Huracán,Argentina,on-field review,Cilindro,Dean,offside,roja,1
79,Jugador_34,Huracán,Argentina,silent check,Cilindro,Taylor,gol,offside,1
71,Jugador_127,Rosario Central,Argentina,on-field review,Tomás Ducó,Tello,roja,offside,0
32,Jugador_499,Rosario Central,Argentina,silent check,Bombonera,Pitana,offside,roja,0
7,Jugador_431,Boca,Argentina,silent check,Bombonera,Atkinson,gol,offside,0
55,Jugador_480,Newells,Argentina,silent check,Cilindro,Tello,offside,gol,1
13,Jugador_28,Manchester City,Premier League,on-field review,Anfield,Atkinson,gol,penal,0
51,Jugador_216,Tottenham,Premier League,on-field review,Stamford Bridge,Rapallini,offside,roja,0
17,Jugador_449,Rosario Central,Argentina,silent check,Monumental,Oliver,offside,penal,0
54,Jugador_215,Huracán,Argentina,on-field review,Libertadores de América,Lousteau,offside,gol,0
47,Jugador_241,San Lorenzo,Argentina,on-field review,Nuevo Gasómetro,Taylor,penal,roja,1
27,Jugador_1,Aston Villa,Premier League,silent check,Emirates,Atkinson,gol,gol,1
59,Jugador_304,Arsenal,Premier League,silent check,Emirates,Taylor,gol,penal,0
49,Jugador_436,Manchester United,Premier League,on-field review,Etihad,Lousteau,roja,roja,1
14,Jugador_27,Tottenham,Premier League,on-field review,Etihad,Rapallini,penal,roja,0
82,Jugador_238,Independiente,Argentina,on-field review,Bombonera,Taylor,roja,roja,1
48,Jugador_172,Aston Villa,Premier League,silent check,Tottenham Stadium,Oliver,roja,offside,0
74,Jugador_488,Newells,Argentina,silent check,Nuevo Gasómetro,Pitana,offside,gol,0
64,Jugador_494,Liverpool,Premier League,on-field review,Stamford Bridge,Taylor,gol,penal,1
61,Jugador_479,Newells,Argentina,silent check,Bombonera,Lousteau,roja,gol,0
8,Jugador_233,Arsenal,Premier League,on-field review,Stamford Bridge,Taylor,penal,roja,1
84,Jugador_388,Manchester United,Premier League,on-field review,Emirates,Taylor,roja,gol,0
85,Jugador_236,Aston Villa,Premier League,silent check,Old Trafford,Atkinson,penal,penal,0
81,Jugador_481,San Lorenzo,Argentina,on-field review,Monumental,Pitana,gol,penal,0
37,Jugador_18,Manchester United,Premier League,silent check,Emirates,Oliver,offside,roja,1
23,Jugador_14,Huracán,Argentina,on-field review,Monumental,Rapallini,gol,offside,0
91,Jugador_255,Liverpool,Premier League,silent check,Tottenham Stadium,Oliver,offside,gol,0
66,Jugador_11,Manchester United,Premier League,silent check,Anfield,Taylor,penal,penal,0
93,Jugador_278,Huracán,Argentina,silent check,Nuevo Gasómetro,Rapallini,offside,gol,0
5,Jugador_316,Boca,Argentina,on-field review,Nuevo Gasómetro,Lousteau,roja,gol,0
32,Jugador_377,Newcastle,Premier League,silent check,Tottenham Stadium,Lousteau,penal,gol,1
77,Jugador_158,Independiente,Argentina,silent check,Libertadores de América,Lousteau,gol,roja,1
36,Jugador_252,Arsenal,Premier League,silent check,Emirates,Rapallini,roja,offside,1
46,Jugador_166,River,Argentina,on-field review,Bombonera,Atkinson,penal,offside,0
79,Jugador_187,Tottenham,Premier League,on-field review,Tottenham Stadium,Taylor,roja,gol,0
91,Jugador_416,Liverpool,Premier League,on-field review,Anfield,Atkinson,roja,roja,0
3,Jugador_430,Liverpool,Premier League,on-field review,Tottenham Stadium,Oliver,gol,penal,1
75,Jugador_237,San Lorenzo,Argentina,on-field review,Monumental,Lousteau,offside,gol,1
67,Jugador_116,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Dean,penal,offside,1
48,Jugador_241,Independiente,Argentina,on-field review,Cilindro,Pitana,roja,offside,0
11,Jugador_276,Independiente,Argentina,on-field review,Tomás Ducó,Taylor,offside,roja,0
38,Jugador_13,Racing,Argentina,on-field review,Tomás Ducó,Dean,roja,gol,1
52,Jugador_406,San Lorenzo,Argentina,silent check,Tomás Ducó,Tello,offside,gol,0
83,Jugador_245,Chelsea,Premier League,silent check,Emirates,Atkinson,offside,gol,1
95,Jugador_114,San Lorenzo,Argentina,silent check,Bombonera,Taylor,penal,offside,0
44,Jugador_2,Newells,Argentina,silent check,Libertadores de América,Oliver,gol,roja,0
9,Jugador_268,San Lorenzo,Argentina,silent check,Cilindro,Oliver,penal,offside,0
68,Jugador_145,Tottenham,Premier League,on-field review,Etihad,Dean,roja,gol,0
85,Jugador_103,Racing,Argentina,silent check,Cilindro,Pitana,offside,roja,1
75,Jugador_325,Liverpool,Premier League,silent check,Etihad,Dean,offside,offside,1
35,Jugador_42,Huracán,Argentina,on-field review,Bombonera,Tello,offside,offside,0
59,Jugador_174,Boca,Argentina,on-field review,Cilindro,Dean,roja,roja,0
17,Jugador_397,River,Argentina,silent check,Bombonera,Pitana,roja,roja,1
56,Jugador_372,Arsenal,Premier League,silent check,Stamford Bridge,Oliver,penal,roja,0
89,Jugador_55,Tottenham,Premier League,on-field review,Emirates,Rapallini,penal,roja,0
44,Jugador_285,Rosario Central,Argentina,on-field review,Cilindro,Lousteau,gol,offside,1
52,Jugador_312,Boca,Argentina,silent check,Monumental,Taylor,penal,roja,1
64,Jugador_40,Aston Villa,Premier League,silent check,Emirates,Oliver,penal,gol,1
33,Jugador_309,River,Argentina,on-field review,Bombonera,Rapallini,gol,offside,0
42,Jugador_170,Rosario Central,Argentina,on-field review,Cilindro,Atkinson,offside,penal,1
40,Jugador_131,Arsenal,Premier League,on-field review,Emirates,Lousteau,roja,roja,0
5,Jugador_362,Chelsea,Premier League,on-field review,Anfield,Taylor,gol,offside,0
58,Jugador_100,Newcastle,Premier League,on-field review,Stamford Bridge,Atkinson,offside,offside,1
41,Jugador_33,Arsenal,Premier League,silent check,Emirates,Tello,offside,gol,1
5,Jugador_317,Chelsea,Premier League,silent check,Old Trafford,Pitana,offside,penal,0
12,Jugador_190,Manchester City,Premier League,silent check,Tottenham Stadium,Rapallini,penal,roja,1
44,Jugador_79,River,Argentina,on-field review,Bombonera,Pitana,roja,offside,1
37,Jugador_195,Boca,Argentina,silent check,Tomás Ducó,Oliver,gol,gol,1
78,Jugador_335,Rosario Central,Argentina,on-field review,Cilindro,Atkinson,offside,gol,1
56,Jugador_491,Aston Villa,Premier League,on-field review,Anfield,Dean,roja,penal,1
78,Jugador_254,Independiente,Argentina,silent check,Libertadores de América,Tello,gol,gol,1
71,Jugador_307,Aston Villa,Premier League,silent check,Etihad,Lousteau,gol,gol,0
16,Jugador_303,Newcastle,Premier League,on-field review,Stamford Bridge,Tello,gol,roja,0
35,Jugador_152,Aston Villa,Premier League,silent check,Tottenham Stadium,Tello,roja,penal,0
72,Jugador_400,Manchester United,Premier League,silent check,Old Trafford,Pitana,offside,gol,1
16,Jugador_100,Chelsea,Premier League,on-field review,Stamford Bridge,Rapallini,gol,roja,0
37,Jugador_188,Boca,Argentina,on-field review,Nuevo Gasómetro,Pitana,roja,offside,0
91,Jugador_181,San Lorenzo,Argentina,silent check,Cilindro,Dean,gol,roja,0
32,Jugador_343,Manchester United,Premier League,on-field review,Stamford Bridge,Lousteau,offside,offside,0
69,Jugador_130,Liverpool,Premier League,on-field review,Stamford Bridge,Atkinson,roja,penal,1
26,Jugador_132,Manchester United,Premier League,silent check,Anfield,Oliver,roja,offside,1
17,Jugador_219,Aston Villa,Premier League,silent check,Stamford Bridge,Taylor,gol,penal,1
33,Jugador_334,Racing,Argentina,on-field review,Cilindro,Dean,gol,penal,0
66,Jugador_101,Tottenham,Premier League,silent check,Tottenham Stadium,Lousteau,roja,offside,0
86,Jugador_26,Huracán,Argentina,on-field review,Libertadores de América,Oliver,gol,roja,0
55,Jugador_66,Arsenal,Premier League,on-field review,Anfield,Oliver,offside,roja,0
11,Jugador_298,Tottenham,Premier League,silent check,Emirates,Dean,offside,offside,0
78,Jugador_174,Arsenal,Premier League,on-field review,Old Trafford,Dean,offside,offside,0
60,Jugador_303,Manchester City,Premier League,on-field review,Anfield,Oliver,penal,penal,1
62,Jugador_434,Rosario Central,Argentina,on-field review,Tomás Ducó,Pitana,gol,gol,1
76,Jugador_287,River,Argentina,on-field review,Monumental,Atkinson,gol,roja,0
12,Jugador_72,Manchester City,Premier League,on-field review,Emirates,Dean,offside,offside,0
8,Jugador_152,Aston Villa,Premier League,on-field review,Etihad,Rapallini,offside,gol,1
33,Jugador_415,Liverpool,Premier League,silent check,Etihad,Taylor,roja,penal,1
70,Jugador_138,Tottenham,Premier League,silent check,Old Trafford,Dean,offside,gol,1
2,Jugador_111,Aston Villa,Premier League,on-field review,Stamford Bridge,Atkinson,gol,roja,0
27,Jugador_454,Rosario Central,Argentina,silent check,Libertadores de América,Tello,gol,offside,0
50,Jugador_499,Liverpool,Premier League,silent check,Etihad,Tello,offside,roja,0
74,Jugador_303,Tottenham,Premier League,silent check,Old Trafford,Rapallini,roja,offside,1
57,Jugador_417,Manchester City,Premier League,silent check,Stamford Bridge,Tello,offside,penal,1
61,Jugador_182,River,Argentina,on-field review,Tomás Ducó,Pitana,gol,offside,1
53,Jugador_281,Newcastle,Premier League,silent check,Old Trafford,Rapallini,offside,offside,1
88,Jugador_346,Tottenham,Premier League,on-field review,Tottenham Stadium,Rapallini,offside,roja,0
73,Jugador_155,Newcastle,Premier League,on-field review,Old Trafford,Pitana,roja,penal,1
70,Jugador_418,Manchester United,Premier League,silent check,Old Trafford,Rapallini,roja,offside,1
2,Jugador_206,Tottenham,Premier League,silent check,Stamford Bridge,Tello,penal,roja,0
21,Jugador_330,San Lorenzo,Argentina,silent check,Bombonera,Lousteau,roja,offside,0
18,Jugador_165,Manchester City,Premier League,silent check,Stamford Bridge,Atkinson,offside,offside,0
25,Jugador_115,Newcastle,Premier League,on-field review,Old Trafford,Atkinson,gol,offside,0
59,Jugador_163,Manchester United,Premier League,silent check,Old Trafford,Dean,offside,roja,1
36,Jugador_82,Boca,Argentina,on-field review,Nuevo Gasómetro,Atkinson,roja,offside,1
80,Jugador_177,Racing,Argentina,on-field review,Nuevo Gasómetro,Atkinson,penal,gol,1
81,Jugador_268,Boca,Argentina,on-field review,Monumental,Atkinson,roja,offside,1
38,Jugador_500,Aston Villa,Premier League,silent check,Old Trafford,Tello,roja,roja,1
95,Jugador_441,Independiente,Argentina,on-field review,Libertadores de América,Atkinson,gol,offside,1
77,Jugador_400,Manchester City,Premier League,silent check,Stamford Bridge,Rapallini,roja,gol,0
92,Jugador_76,Boca,Argentina,on-field review,Tomás Ducó,Tello,roja,gol,1
7,Jugador_277,Liverpool,Premier League,on-field review,Stamford Bridge,Tello,gol,roja,0
33,Jugador_473,Tottenham,Premier League,silent check,Etihad,Oliver,gol,penal,1
72,Jugador_262,Tottenham,Premier League,silent check,Emirates,Taylor,gol,gol,1
18,Jugador_214,Independiente,Argentina,on-field review,Tomás Ducó,Dean,offside,gol,1
38,Jugador_145,Newcastle,Premier League,silent check,Emirates,Atkinson,penal,penal,1
27,Jugador_28,River,Argentina,silent check,Tomás Ducó,Dean,offside,gol,1
16,Jugador_400,Tottenham,Premier League,silent check,Old Trafford,Dean,gol,offside,0
49,Jugador_215,River,Argentina,silent check,Libertadores de América,Oliver,gol,gol,1
93,Jugador_241,Newells,Argentina,on-field review,Nuevo Gasómetro,Tello,penal,penal,0
43,Jugador_384,Liverpool,Premier League,on-field review,Emirates,Rapallini,offside,roja,1
95,Jugador_422,Arsenal,Premier League,on-field review,Tottenham Stadium,Dean,gol,offside,0
16,Jugador_107,Manchester United,Premier League,on-field review,Stamford Bridge,Oliver,offside,penal,1
67,Jugador_360,Manchester City,Premier League,silent check,Etihad,Lousteau,penal,penal,1
72,Jugador_444,Newcastle,Premier League,silent check,Anfield,Tello,offside,penal,1
5,Jugador_264,Arsenal,Premier League,silent check,Anfield,Dean,gol,roja,1
74,Jugador_332,Aston Villa,Premier League,on-field review,Etihad,Rapallini,offside,roja,1
85,Jugador_459,Aston Villa,Premier League,silent check,Emirates,Oliver,roja,penal,0
31,Jugador_26,Manchester United,Premier League,on-field review,Emirates,Oliver,offside,gol,0
69,Jugador_95,Tottenham,Premier League,on-field review,Emirates,Rapallini,gol,gol,0
66,Jugador_50,Racing,Argentina,on-field review,Nuevo Gasómetro,Rapallini,roja,gol,1
90,Jugador_158,Racing,Argentina,silent check,Bombonera,Rapallini,gol,offside,1
46,Jugador_177,Independiente,Argentina,silent check,Nuevo Gasómetro,Rapallini,offside,offside,0
4,Jugador_35,Boca,Argentina,silent check,Libertadores de América,Lousteau,roja,gol,1
77,Jugador_230,Boca,Argentina,silent check,Bombonera,Lousteau,roja,offside,0
48,Jugador_469,Manchester City,Premier League,silent check,Etihad,Rapallini,roja,penal,1
58,Jugador_40,Newells,Argentina,silent check,Bombonera,Lousteau,offside,penal,1
34,Jugador_155,San Lorenzo,Argentina,silent check,Bombonera,Dean,offside,penal,1
51,Jugador_495,Rosario Central,Argentina,on-field review,Tomás Ducó,Oliver,gol,gol,1
57,Jugador_269,Manchester City,Premier League,on-field review,Stamford Bridge,Atkinson,gol,roja,1
66,Jugador_297,Independiente,Argentina,silent check,Libertadores de América,Lousteau,offside,gol,0
76,Jugador_248,Huracán,Argentina,on-field review,Nuevo Gasómetro,Taylor,penal,gol,1
31,Jugador_170,Manchester United,Premier League,on-field review,Emirates,Atkinson,offside,roja,0
44,Jugador_146,Manchester United,Premier League,on-field review,Anfield,Lousteau,roja,offside,0
70,Jugador_455,Liverpool,Premier League,silent check,Stamford Bridge,Pitana,offside,penal,1
49,Jugador_449,Boca,Argentina,on-field review,Libertadores de América,Dean,penal,roja,0
52,Jugador_476,River,Argentina,on-field review,Nuevo Gasómetro,Oliver,gol,roja,1
27,Jugador_173,Chelsea,Premier League,on-field review,Anfield,Tello,penal,offside,0
25,Jugador_307,Rosario Central,Argentina,on-field review,Nuevo Gasómetro,Taylor,offside,offside,1
26,Jugador_445,Rosario Central,Argentina,on-field review,Tomás Ducó,Taylor,gol,gol,0
35,Jugador_486,Arsenal,Premier League,silent check,Old Trafford,Atkinson,offside,offside,0
2,Jugador_427,Manchester City,Premier League,on-field review,Emirates,Pitana,roja,gol,0
24,Jugador_192,Boca,Argentina,silent check,Libertadores de América,Tello,offside,gol,1
77,Jugador_380,Tottenham,Premier League,on-field review,Emirates,Lousteau,offside,offside,1
24,Jugador_203,Rosario Central,Argentina,silent check,Bombonera,Oliver,penal,offside,1
9,Jugador_368,Chelsea,Premier League,on-field review,Emirates,Lousteau,offside,roja,0
53,Jugador_246,Aston Villa,Premier League,silent check,Emirates,Lousteau,roja,offside,1
94,Jugador_190,Newcastle,Premier League,silent check,Anfield,Rapallini,gol,penal,0
92,Jugador_481,Manchester United,Premier League,on-field review,Old Trafford,Taylor,offside,roja,0
62,Jugador_263,Newells,Argentina,silent check,Monumental,Rapallini,offside,offside,0
31,Jugador_3,Liverpool,Premier League,on-field review,Tottenham Stadium,Atkinson,offside,gol,0
53,Jugador_78,Huracán,Argentina,silent check,Nuevo Gasómetro,Oliver,offside,roja,0
63,Jugador_399,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Lousteau,penal,roja,0
42,Jugador_13,Aston Villa,Premier League,silent check,Tottenham Stadium,Pitana,offside,roja,1
45,Jugador_24,Huracán,Argentina,on-field review,Nuevo Gasómetro,Rapallini,gol,offside,0
28,Jugador_67,River,Argentina,silent check,Cilindro,Rapallini,roja,penal,1
89,Jugador_285,Huracán,Argentina,on-field review,Cilindro,Pitana,gol,gol,1
9,Jugador_469,San Lorenzo,Argentina,silent check,Bombonera,Pitana,penal,offside,1
64,Jugador_31,Liverpool,Premier League,on-field review,Tottenham Stadium,Tello,offside,roja,1
56,Jugador_284,Manchester City,Premier League,on-field review,Emirates,Dean,gol,gol,1
39,Jugador_358,Newcastle,Premier League,silent check,Etihad,Lousteau,penal,penal,0
34,Jugador_174,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Lousteau,gol,offside,1
35,Jugador_347,Manchester City,Premier League,silent check,Anfield,Lousteau,penal,penal,1
52,Jugador_28,San Lorenzo,Argentina,on-field review,Bombonera,Rapallini,offside,gol,1
19,Jugador_153,Liverpool,Premier League,on-field review,Tottenham Stadium,Rapallini,gol,gol,1
14,Jugador_410,Independiente,Argentina,on-field review,Libertadores de América,Pitana,offside,penal,0
75,Jugador_157,Liverpool,Premier League,silent check,Emirates,Rapallini,penal,penal,0
19,Jugador_289,Chelsea,Premier League,silent check,Emirates,Oliver,roja,offside,0
60,Jugador_163,River,Argentina,on-field review,Nuevo Gasómetro,Tello,penal,offside,0
4,Jugador_302,Arsenal,Premier League,silent check,Anfield,Pitana,gol,offside,1
21,Jugador_71,Tottenham,Premier League,silent check,Tottenham Stadium,Dean,gol,offside,0
75,Jugador_54,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Taylor,roja,roja,1
45,Jugador_388,Chelsea,Premier League,silent check,Etihad,Taylor,offside,gol,0
19,Jugador_362,Liverpool,Premier League,silent check,Emirates,Dean,penal,gol,1
18,Jugador_65,Arsenal,Premier League,on-field review,Emirates,Tello,roja,penal,0
41,Jugador_313,Rosario Central,Argentina,silent check,Libertadores de América,Dean,offside,penal,0
30,Jugador_318,Newells,Argentina,on-field review,Nuevo Gasómetro,Pitana,offside,gol,1
59,Jugador_426,Manchester United,Premier League,silent check,Old Trafford,Rapallini,gol,gol,1
25,Jugador_489,Manchester United,Premier League,silent check,Anfield,Lousteau,offside,offside,1
86,Jugador_318,Manchester United,Premier League,on-field review,Stamford Bridge,Taylor,offside,penal,0
31,Jugador_456,Manchester City,Premier League,on-field review,Etihad,Dean,roja,offside,0
20,Jugador_63,Rosario Central,Argentina,on-field review,Tomás Ducó,Oliver,gol,penal,1
42,Jugador_216,Chelsea,Premier League,on-field review,Old Trafford,Oliver,penal,gol,1
82,Jugador_127,Independiente,Argentina,on-field review,Nuevo Gasómetro,Lousteau,penal,roja,1
38,Jugador_382,Manchester City,Premier League,on-field review,Stamford Bridge,Tello,offside,offside,1
39,Jugador_235,Manchester United,Premier League,on-field review,Stamford Bridge,Tello,gol,penal,1
15,Jugador_477,Manchester United,Premier League,on-field review,Stamford Bridge,Atkinson,roja,offside,1
63,Jugador_459,Rosario Central,Argentina,on-field review,Nuevo Gasómetro,Pitana,gol,roja,0
7,Jugador_298,Manchester United,Premier League,on-field review,Anfield,Oliver,penal,roja,0
94,Jugador_198,Newcastle,Premier League,silent check,Emirates,Oliver,roja,penal,0
36,Jugador_397,Manchester United,Premier League,silent check,Tottenham Stadium,Lousteau,roja,offside,0
23,Jugador_323,Manchester United,Premier League,on-field review,Stamford Bridge,Dean,penal,roja,1
36,Jugador_125,Newells,Argentina,silent check,Libertadores de América,Rapallini,penal,penal,1
44,Jugador_281,Manchester City,Premier League,silent check,Emirates,Dean,offside,gol,0
81,Jugador_134,Huracán,Argentina,on-field review,Tomás Ducó,Rapallini,gol,penal,0
11,Jugador_62,Independiente,Argentina,silent check,Tomás Ducó,Pitana,penal,offside,1
70,Jugador_485,Arsenal,Premier League,silent check,Tottenham Stadium,Atkinson,offside,penal,1
50,Jugador_12,Manchester City,Premier League,on-field review,Anfield,Rapallini,offside,penal,0
77,Jugador_364,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Taylor,gol,gol,1
21,Jugador_124,Manchester City,Premier League,on-field review,Stamford Bridge,Dean,gol,offside,1
86,Jugador_214,Newcastle,Premier League,on-field review,Emirates,Taylor,penal,offside,0
64,Jugador_465,Aston Villa,Premier League,on-field review,Emirates,Taylor,roja,penal,0
31,Jugador_163,Independiente,Argentina,on-field review,Cilindro,Rapallini,penal,gol,0
93,Jugador_276,Aston Villa,Premier League,on-field review,Etihad,Oliver,penal,gol,0
66,Jugador_317,Newells,Argentina,on-field review,Bombonera,Taylor,penal,offside,0
31,Jugador_277,Chelsea,Premier League,silent check,Anfield,Atkinson,penal,penal,0
74,Jugador_335,River,Argentina,on-field review,Libertadores de América,Tello,roja,penal,0
22,Jugador_144,Boca,Argentina,silent check,Libertadores de América,Dean,roja,offside,1
69,Jugador_315,River,Argentina,on-field review,Monumental,Pitana,penal,penal,0
44,Jugador_487,Huracán,Argentina,silent check,Nuevo Gasómetro,Dean,roja,gol,0
27,Jugador_246,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Atkinson,penal,penal,1
60,Jugador_60,Racing,Argentina,on-field review,Libertadores de América,Oliver,roja,offside,0
89,Jugador_470,Independiente,Argentina,on-field review,Bombonera,Dean,penal,gol,0
54,Jugador_63,Independiente,Argentina,silent check,Nuevo Gasómetro,Dean,gol,offside,0
12,Jugador_232,Racing,Argentina,on-field review,Tomás Ducó,Dean,offside,offside,1
28,Jugador_467,Manchester City,Premier League,on-field review,Emirates,Dean,gol,roja,1
15,Jugador_235,Arsenal,Premier League,silent check,Stamford Bridge,Oliver,penal,offside,0
78,Jugador_60,Racing,Argentina,silent check,Cilindro,Rapallini,penal,offside,0
81,Jugador_3,Newells,Argentina,on-field review,Monumental,Tello,penal,penal,1
39,Jugador_80,San Lorenzo,Argentina,silent check,Libertadores de América,Rapallini,roja,offside,0
59,Jugador_365,Chelsea,Premier League,silent check,Stamford Bridge,Tello,penal,gol,0
90,Jugador_305,Arsenal,Premier League,silent check,Emirates,Lousteau,penal,offside,1
28,Jugador_378,Liverpool,Premier League,silent check,Emirates,Rapallini,penal,roja,1
21,Jugador_386,Aston Villa,Premier League,on-field review,Old Trafford,Tello,offside,penal,0
85,Jugador_36,Newcastle,Premier League,silent check,Anfield,Atkinson,penal,roja,0
85,Jugador_269,Independiente,Argentina,on-field review,Libertadores de América,Tello,penal,offside,1
54,Jugador_150,Aston Villa,Premier League,silent check,Tottenham Stadium,Oliver,roja,penal,0
53,Jugador_267,Racing,Argentina,on-field review,Libertadores de América,Lousteau,gol,penal,0
68,Jugador_491,Independiente,Argentina,on-field review,Cilindro,Lousteau,roja,roja,1
66,Jugador_298,Chelsea,Premier League,on-field review,Emirates,Dean,roja,offside,0
19,Jugador_10,Manchester City,Premier League,silent check,Emirates,Dean,gol,roja,1
76,Jugador_146,River,Argentina,silent check,Monumental,Atkinson,offside,roja,0
55,Jugador_307,Chelsea,Premier League,silent check,Stamford Bridge,Oliver,offside,roja,0
60,Jugador_77,Newcastle,Premier League,silent check,Tottenham Stadium,Rapallini,roja,gol,0
13,Jugador_499,Rosario Central,Argentina,on-field review,Cilindro,Dean,offside,gol,1
58,Jugador_102,Liverpool,Premier League,silent check,Etihad,Lousteau,roja,roja,1
4,Jugador_94,Huracán,Argentina,on-field review,Libertadores de América,Oliver,roja,gol,1
11,Jugador_54,Rosario Central,Argentina,silent check,Cilindro,Atkinson,offside,offside,0
